title,keyword,abstract,link
[Coronavirus Disease-19 (COVID-19) Associated With Severe Acute Pancreatitis: Case Report on Three Family Members - PubMed],                  Keywords:                        Acute pancreatitis; COVID-19; SARS-CoV-2; Severe acute pancreatitis; Viral pancreatitis.      ,"[                                              Background/objectives:                    Abdominal pain is one of the known symptoms associated with coronavirus disease 2019. Little is known about the development of acute pancreatitis as a complication of severe acute respiratory syndrome coronavirus 2 infection. This case report describes the presentation of acute pancreatitis in two of three family members with severe COVID-19 infection.                                                        Methods:                    Data were collected from three family members admitted with COVID-19 to the intensive care unit in March 2020. This study was reviewed and approved by the local data and ethics committee (31-1521-253).                                                        Results:                    Two of the three family members were diagnosed with acute pancreatitis associated with SARS-CoV-2. Other causes of acute pancreatitis were excluded for both patients (including alcohol, biliary obstruction/gall stones, drugs, trauma, hypertriglyceridemia, hypercalcemia, and hypotension).                                                        Conclusions:                    These cases highlight acute pancreatitis as a complication associated with COVID-19 and underlines the importance of measuring pancreas-specific plasma amylase in patients with COVID-19 and abdominal pain.                                ]",https://pubmed.ncbi.nlm.nih.gov//32387082/
"[Surveillance of COVID-19 in the General Population Using an Online Questionnaire: Report From 18,161 Respondents in China - PubMed]",                  Keywords:                        COVID-19; Wuhan; coronavirus; online questionnaire; participatory surveillance; surveillance; syndromic surveillance.      ,"[                                              Background:                    The recent outbreak of the coronavirus disease (COVID-19) has become an international pandemic. So far, little is known about the role of an internet approach in COVID-19 participatory surveillance.                                                        Objective:                    The aim of this study is to investigate whether an online survey can provide population-level information for observing prevalence trends during the early phase of an outbreak and identifying potential risk factors of COVID-19 infection.                                                        Methods:                    A 10-item online questionnaire was developed according to medical guidelines and relevant publications. It was distributed between January 24 and February 17, 2020. The characteristics of respondents and temporal changes of various questionnaire-derived indicators were analyzed.                                                        Results:                    A total of 18,161 questionnaires were returned, including 6.45% (n=1171) from Wuhan City. Geographical distributions of the respondents were consistent with the population per province (R2=0.61, P&lt;.001). History of contact significantly decreased with time, both outside Wuhan City (R2=0.35, P=.002) and outside Hubei Province (R2=0.42, P&lt;.001). The percentage of respondents reporting a fever peaked around February 8 (R2=0.57, P&lt;.001) and increased with a history of contact in the areas outside Wuhan City (risk ratio 1.31, 95% CI 1.13-1.52, P&lt;.001). Male sex, advanced age, and lung diseases were associated with a higher risk of fever in the general population with a history of contact.                                                        Conclusions:                    This study shows the usefulness of an online questionnaire for the surveillance of outbreaks like COVID-19 by providing information about trends of the disease and aiding the identification of potential risk factors.                                ]",https://pubmed.ncbi.nlm.nih.gov//32319956/
[Neurologic Aspects of covid-19: A Concise Review - PubMed],No Keywords,"[                                          In addition to the conventional respiratory symptoms, patients with COVID-19 can exhibit neurological complications. In this concise review, we aim to report the most frequent neurologic manifestations related to Severe Acute Respiratory Syndrome CoronaVirus 2 (SARS-CoV2) infection. SARS-CoV2 can reach the central nervous system from the bloodstream or olfactory pathway by binding ACE-2 receptor and the spike protein protease TMPRSS2. Headache is reported in more than 10% of affected patients and loss of smell and taste disturbance are reported in a slightly smaller percentage of cases. Acute cerebrovascular events are diagnosed in less than 3% of COVID-19 patients, but those with more severe manifestations have cerebrovascular events in more than 6% of the cases, as reported by two retrospective studies from Italy and China. Moreover, five cases of large-vessel stroke have been described in low-symptomatic COVID-19 patients aging less than 50 years suggesting that SARS-CoV2 can be associated with an increase of the risk of stroke in relatively young people. Peripheral nerve diseases can be observed after an apparently uneventful SARS-CoV2. Based on a literature review, nine patients experienced Guillain-Barrè syndrome (GBS) and 6 of these needed mechanical ventilation. Two more cases have been described with Miller-Fisher syndrome or polyneuritis cranialis, both had rapidly resolving symptoms. In conclusion, nervous system symptoms can be observed during SARS-CoV2 infection of which headache and smell and taste disturbance are the main symptoms reported. Cerebrovascular complications can complicate the course of COVID-19 in apparently low-risk patients. GBS is a life-threatening manifestation of COVID-19.                                ]",https://pubmed.ncbi.nlm.nih.gov//32532937/
[[Atypical Clinical Picture of COVID-19 in Older Patients] - PubMed],No Keywords,"[                                          Clinical characteristics and outcomes among older patients with a SARS-CoV-2 infection differ greatly from those seen in younger patients. Here we highlight atypical presentations of this fulminant infectious disease COVID-19, based on a clinical case and a cohort of 19 patients admitted to a geriatric ward. The degree of frailty, resilience and number of co-morbidities caused COVID-19 to present as acute geriatric syndrome events such as falls, delirium and dehydration in these patients. Clinical laboratory results considered typical for COVID-19 were present less often in this frail older population. As in other countries, morbidity and mortality is most severe among frail male patients; therefore, assessment of changes suggestive of typical acute geriatric syndromes in frail older patients with chronic diseases should lead to a careful clinical examination for a SARS-CoV-2 infection. Protocols for diagnosis, and contact isolation measures, should take these atypical presentations into account.                                ]",https://pubmed.ncbi.nlm.nih.gov//32395966/
[A Case of Postoperative Covid-19 Infection After Cardiac Surgery: Lessons Learned - PubMed],                  Keywords:                        COVID-19; Cardiac Surgery policies; Scoring system.      ,"[                                          While the focus of the medical community is on the management of COVID-19 and its associated complex presentations, it is critical to recognize that patients will continue to present with other medical problems that require urgent therapeutic interventions. There is growing concern that such interventions might have an impact on the natural history of COVID-19. We present a case of a patient who presented with unstable angina and multivessel coronary artery disease for which coronary artery bypass surgery was indicated and performed. Unfortunately, he succumbed to respiratory complications attributed to COVID-19. Our experience suggests concern about adverse outcomes in patients undergoing cardiac surgery who might be infected with COVID-19. Clearly, additional investigations and experience are needed.                                ]",https://pubmed.ncbi.nlm.nih.gov//32364920/
[Managing Patients With Chronic Pain During the COVID-19 Outbreak: Considerations for the Rapid Introduction of Remotely Supported (eHealth) Pain Management Services - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32251203/
[COVID-19 With Cystic Features on Computed Tomography: A Case Report - PubMed],No Keywords,"[                                              Rationale:                    The cystic features of the novel coronavirus disease 2019 (COVID-19) found on computed tomography (CT) have not yet been reported in the published literature. We report the cystic chest CT findings of 2 patients confirmed to have COVID-19-related pneumonia.                                                        Patient concerns:                    A 38-year-old man and a 35-year-old man diagnosed with severe COVID-19 pneumonia were admitted to the intensive care unit.                                                        Diagnoses:                    Chest CT findings showed multiple cysts in ground-glass opacities (bilaterally) with/without pneumothorax. The cysts had a smooth inner wall.                                                        Interventions:                    The patients continued to be given oxygen by mask and received antitussive, phlegm-dispelling treatment.                                                        Outcomes:                    At follow up, there was a reduction in the number of multiple cystic lesions on CT. To date, 1 patient was discharged from hospital, while the other had been transferred to the rehabilitation department.                                                        Lessons:                    COVID-19 may independently result in pulmonary cyst formation and pneumothorax; the application of a ventilator may be another causative factor.                                ]",https://pubmed.ncbi.nlm.nih.gov//32358406/
[Recommendations for Trauma and Emergency General Surgery Practice During COVID-19 Pandemic - PubMed],No Keywords,"[                                          COVID-19 is a new disease, based on currently available limited information, older adults and people of any age who have severe underlying medical conditions may be at higher risk for severe illness from COVID-19. People of all age groups are also at risk. Healthcare providers have always been the professionals most exposed to the risk of contracting to any kind of infection due to the nature of their profession. Elective interventions have been postponed to give care of patients with COVID-19. However, some interventions cannot be delayed, such as trauma surgery, acute abdomen, and emergency endoscopies. To maintain the sustainability of the healthcare system, the protection of healthcare providers should be the top priority. On the other hand, patients, who need emergency healthcare, should also be provided with appropriate treatment. Healthcare professionals should choose a treatment method appropriately in the circumstances to protect themselves and their patients as much as possible. This paper aims to summarize how a surgeon may act appropriately when an intervention is inevitable during the COVID-19 pandemic.                                ]",https://pubmed.ncbi.nlm.nih.gov//32394416/
[Early Recovery Following New Onset Anosmia During the COVID-19 Pandemic - An Observational Cohort Study - PubMed],                  Keywords:                        Anosmia; COVID-19; Epidemiology; Olfactory dysfunction.      ,"[                                              Background:                    A rapidly evolving evidence suggests that smell and taste disturbance are common symptoms in COVID-19 infection. As yet there are no reports on duration and recovery rates. We set out to characterise patients reporting new onset smell and taste disturbance during the COVID-19 pandemic and report on early recovery rates.                                                        Methods:                    Online Survey of patients reporting self-diagnosed new onset smell and taste disturbance during the COVID-19 pandemic, with 1 week follow-up.                                                        Results:                    Three hundred eighty-two patents completed bot an initial and follow-up survey. 86.4% reported complete anosmia and a further 11.5% a very severe loss of smell at the time of completing the first survey. At follow-up 1 week later, there is already significant improvement in self-rating of severity of olfactory loss. 80.1% report lower severity scores at follow-up, 17.6% are unchanged and 1.9% are worse. 11.5% already report compete resolution at follow up, while 17.3% report persistent complete loss of smell, with reported duration being 1 to over 4 weeks. This is reflected in the overall cumulative improvement rate of 79% patients overall in the interval between surveys.                                                        Conclusions:                    A review of the growing evidence base supports the likelihood that out cohort have suffered olfactory loss as part of COVID-19 infection. While early recovery rates are encouraging, long term rates will need to be further investigated and there may be an increase in patients with persistent post-viral loss as a result of the pandemic. We further call for loss of sense of smell to be formerly recognised as a marker of COVID-19 infection.                                ]",https://pubmed.ncbi.nlm.nih.gov//32366299/
[Objective Evaluation of Anosmia and Ageusia in COVID-19 Patients: Single-center Experience on 72 Cases - PubMed],                  Keywords:                        COVID-19; ageusia; anosmia; gustatory function; olfactory function.      ,"[                                              Background:                    The first European case series are detecting a very high frequency of chemosensitive disorders in COVID-19 patients, ranging between 19.4% and 88%.                                                        Methods:                    Olfactory and gustatory function was objectively tested in 72 COVID-19 patients treated at University Hospital of Sassari.                                                        Results:                    Overall, 73.6% of the patients reported having or having had chemosensitive disorders. Olfactory assessment showed variable degree hyposmia in 60 cases and anosmia in two patients. Gustatory assessment revealed hypogeusia in 33 cases and complete ageusia in one patient. Statistically significant differences in chemosensitive recovery were detected based on age and distance from the onset of clinical manifestations.                                                        Conclusion:                    Olfactory and gustatory dysfunctions represent common clinical findings in COVID-19 patients. Otolaryngologists and head-neck surgeons must by now keep this diagnostic option in mind when evaluating cases of ageusia and nonspecific anosmia that arose suddenly and are not associated with rhinitis symptoms.                                ]",https://pubmed.ncbi.nlm.nih.gov//32342566/
[Covid-19 May Present With Acute Abdominal Pain - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32343396/
"[[The Network Investigation on Knowledge, Attitude and Practice About COVID-19 of the Residents in Anhui Province] - PubMed]",                  Keywords:                        Attitude; COVID-19; Knowledge; Practice.      ,"[                                          Objective: To analyze the current situation of the knowledge, attitudes and practice about COVID-19 of the residents in Anhui Province. Methods: Anonymous network sampling survey was carried out with an electronic questionnaire that designed by the questionnaire star, and a total of 4 016 subjects from Anhui province were investigated. The content of the survey includes that the basic information of subjects,the residents' knowledge, attitudes and practice about COVID-19, as well as their satisfaction with the prevention and control measures adopted by the government and health authorities and the suggestions on future prevention. The questionnaire doesn't involve any privacy information, and all questions were mandatory to ensure the response rate. Results: The M (P(25), P(75)) age the 4 016 subjects was 21 (19, 24) years old, and the ranging from 7 to 80 years old. The number of males was 1 431 (35.6%). Social networking tools such as WeChat and QQ were the main sources of epidemic information for residents (97.8%, 3 929 respondents). Residents had higher awareness rate of cough (99.5%,n=3 997) and fever (96.0%, n=3 857) symptoms, the transmission by droplets (99.5%, n=3 995), aerosol transmission (81.1%, n=3 258), and contact transmission (92.3%, n=3 708), but lower awareness of symptoms os muscle pain or fatigue (62.7%, n=2 518). 92.6% of the subjects (n=3 720) think that the outbreak was scary. In terms of psychological behavior scores, the results showed that female (9.38±4.81), the urban (9.37±5.02) and the medical workers (10.79±5.19) had a poorer mental health than the male (8.45±5.00), the rural (8.71±4.75) and the non-medical workers (the students: 8.85±4.83; public institude workers: 9.02±5.08; others: 8.97±5.39) (P&lt;0.05). 71.9% of the residents (n=2 887) were satisfied with the local epidemic control measures. The residents took various of the measures to prevent and control the epidemic. The ratio of residents that could achieve ""no gathering and less going out"" , ""wear masks when going out "" and "" do not go to crowded and closed places "" was up to 97.4% (n=3 913), 93.6% (n=3 758) and 91.5% (n=3 673) respectively. Conclusion: The residents in Anhui province have a good KAP about COVID-19, yet it is necessary to strengthen the community publicity, the mental health maintenance of residents and students' health education.                                ,                                           目的： 分析安徽省居民新型冠状病毒肺炎（COVID-19）相关的知识、态度和行为现况。 方法： 利用问卷星自行设计电子调查问卷对居民进行匿名式网络方便抽样调查，以安徽省居民为调查对象，进行现况调查研究，共调查对象4 016名。调查内容包括居民的基本信息，居民对COVID-19的认知、态度、心理和防控行为等，以及居民对政府及卫生部门采取防控措施的满意度和对今后防控措施的意见和建议。问卷不涉及任何隐私信息，所有题目限定为必填项，以保证应答率。 结果： 4 016名调查对象的年龄M（P(25)，P(75)）为21（19，24）岁，范围为7~80岁；男性为1 431名（35.6%）。网络社交工具（97.8%，3 929名）是调查对象最主要的疫情信息来源渠道；调查对象对COVID-19咳嗽（99.5%，3 997名）和发烧（96.0%，3 857名）症状，飞沫传播（99.5%，3 995名）、气溶胶传播（81.1%，3 258名）、接触传播（92.3%，3 708名）的传播途径知晓率较高，但对肌肉疼痛或疲劳（62.7%，2 518名）的症状知晓率较低。92.6%（3 720名）的对象认为此次疫情比较可怕或非常可怕。在心理行为得分上，女性（9.38±4.81）高于男性（8.45±5.00），城市（9.37±5.02）高于农村（8.71±4.75），医务工作者（10.79±5.19）高于非医务工作者（学生：8.85±4.83；事业单位人员：9.02±5.08；其他：8.97±5.39）（P值均&lt;0.05）。71.9%（2 887名）的对象对当地的疫情防控措施表示满意；调查对象不聚会、少出门，出门佩戴口罩，不去人多且封闭的场所的行为执行率较高，分别为97.4%（3 913名）、93.6%（3 758名）和91.5%（3 673名）。 结论： 安徽省居民对COVID-19相关的知识、态度和行为情况较好，但需进一步加强社区宣传、居民心理健康维护和学生健康教育等工作力度。.                                ]",https://pubmed.ncbi.nlm.nih.gov//32268643/
[Involvement of the Nervous System in SARS-CoV-2 Infection - PubMed],                  Keywords:                        COVID-19; Central nervous system; Infection; SARS-CoV-2.      ,"[                                          As a severe and highly contagious infectious disease, coronavirus disease 2019 (COVID-19) has caused a global pandemic. Several case reports have demonstrated that the respiratory system is the main target in patients with COVID-19, but the disease is not limited to the respiratory system. Case analysis indicated that the nervous system can be invaded by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and that 36.4% of COVID-19 patients had neurological symptoms. Importantly, the involvement of the CNS may be associated with poor prognosis and disease worsening. Here, we discussed the symptoms and evidence of nervous system involvement (directly and indirectly) caused by SARS-CoV-2 infection and possible mechanisms. CNS symptoms could be a potential indicator of poor prognosis; therefore, the prevention and treatment of CNS symptoms are also crucial for the recovery of COVID-19 patients.                                ]",https://pubmed.ncbi.nlm.nih.gov//32399719/
[Seizures Associated With Coronavirus Infections - PubMed],                  Keywords:                        COVID-19; Coronavirus; Epilepsy; Seizure.      ,"[                                          Neurotropic and neuroinvasive capabilities of coronaviruses have been described in humans. Neurological problems found in patients with coronavirus infection include: febrile seizures, convulsions, loss of consciousness, encephalomyelitis, and encephalitis. Coronavirus disease (COVID-19) is caused by SARS-CoV2. In severe cases, patients may develop severe pneumonia, acute respiratory distress syndrome, and acute cardiac injury. While seizures and status epilepticus have not been widely reported in the past five months since the onset of COVID-19 pandemic, patients with COVID-19 may have hypoxia, multiorgan failure, and severe metabolic and electrolyte disarrangements; hence, it is plausible to expect clinical or subclinical acute symptomatic seizures to happen in these patients. One should be prepared to treat seizures appropriately, if they happen in a patient who is already in a critical medical condition and suffers from organ failure.                                ]",https://pubmed.ncbi.nlm.nih.gov//32416567/
[SARS-CoV-2 Infection Leads to Neurological Dysfunction - PubMed],                  Keywords:                        Animal models; CNS; COVID-19; Guillain-Barré syndrome; Neurologic manifestations; SARS-CoV-2; Therapeutics.      ,"[                                          A number of neurological disease complications have been seen following infection with the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). While most person with COVID-19 respiratory disease demonstrate headache, nausea and vomiting, up to 40% present also experience dizziness, confusion, cerebrovascular disease, muscle pain, ataxia and seizures. Loss of taste and smell, defects in visual acuity and pain occur in parallel. Such central nervous system (CNS) signs and symptoms linked to laboratory-confirmed SARS-CoV-2 infection is often life threatening. Health care providers currently evaluating patients with neurologic symptoms need consider COVID-19 in any differential diagnosis. These considerations will facilitate prompt testing, isolation and prevention of viral transmission speeding best clinical outcomes. Graphical Abstract.                                ]",https://pubmed.ncbi.nlm.nih.gov//32447746/
[A Locally Transmitted Case of SARS-CoV-2 Infection in Taiwan - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32050059/
[Focal Status Epilepticus as Unique Clinical Feature of COVID-19: A Case Report - PubMed],                  Keywords:                        COVID-19; Epilepsy; SARS-CoV-2; Status epilepticus; Viral infections.      ,"[                                          SARS-CoV-2, a novel zoonotic coronavirus, is currently spreading all over the world, causing a pandemic disease defined coronavirus disease 2019 (COVID-19). The spectrum of COVID-19 ranges from asymptomatic or mild infection to rapidly progressive, acute respiratory distress syndrome and death [1].To the best of our knowledge, status epilepticus has never been described as initial presentation of COVID-19. We report a patient affected by COVID-19 whose primary presentation was a focal status epilepticus.                                ]",https://pubmed.ncbi.nlm.nih.gov//32344366/
[Defining the Burden of Olfactory Dysfunction in COVID-19 Patients - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32329813/
[Guidelines of Clinical Practice for the Management of Swallowing Disorders and Recent Dysphonia in the Context of the COVID-19 Pandemic - PubMed],                  Keywords:                        COVID; COVID-19; Coronavirus; Laryngology; Phoniatrics; Rehabilitation; SARS-CoV-2; Swallowing.      ,"[                                          Procedures putting healthcare workers in close contact with the airway are particularly at risk of contamination by the SARS-Cov-2 virus, especially when exposed to sputum, coughing, or a tracheostomy. In the current pandemic phase, all patients should be considered as potentially infected. Thus, the level of precaution recommended for the caregivers depends more on the type of procedure than on the patient's proved or suspected COVID-19 status. Procedures that are particularly at high risk of contamination are clinical and flexible endoscopic pharyngo-laryngological evaluation, and probably also video fluoroscopic swallowing exams. Voice rehabilitation should not be considered urgent at this time. Therefore, recommendations presented here mainly concern the management of swallowing disorders, which can sometimes be dangerous for the patient, and recent dysphonia. In cases where they are considered possible and useful, teleconsultations should be preferred to face-to-face assessments or rehabilitation sessions. The latter must be maintained only in few selected situations, after team discussions or in accordance with the guidelines provided by health authorities.                                ]",https://pubmed.ncbi.nlm.nih.gov//32332004/
[Coping With COVID-19: Exposure to COVID-19 and Negative Impact on Livelihood Predict Elevated Mental Health Problems in Chinese Adults - PubMed],                  Keywords:                        COVID-19; Post-Traumatic Stress Symptoms (PTSS); depression; insomnia; mental health.      ,"[                                          The COVID-19 pandemic might lead to more mental health problems. However, few studies have examined sleep problems, depression, and posttraumatic symptoms among the general adult population during the COVID-19 outbreak, and little is known about coping behaviors. This survey was conducted online in China from February 1st to February 10th, 2020. Quota sampling was used to recruit 2993 Chinese citizens aged ≥18 years old. Mental health problems were assessed with the Post-Traumatic Stress Disorders (PTSD) Checklist for the Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition (DSM-5), the Center for Epidemiological Studies Depression inventory, and the Pittsburgh Sleep Quality Index. Exposure to COVID-19 was measured with questions about residence at outbreak, personal exposure, media exposure, and impact on livelihood. General coping style was measured by the brief Coping Style Questionnaire (SCSQ). Respondents were also asked 12 additional questions about COVID-19 specific coping behaviors. Direct exposure to COVID-19 instead of the specific location of (temporary) residence within or outside the epicenter (Wuhan) of the pandemic seems important (standardized beta: 0.05, 95% confidence interval (CI): 0.02-0.09). Less mental health problems were also associated with less intense exposure through the media (standardized beta: -0.07, 95% CI: -0.10--0.03). Perceived negative impact of the pandemic on livelihood showed a large effect size in predicting mental health problems (standardized beta: 0.15, 95% CI: 0.10-0.19). More use of cognitive and prosocial coping behaviors were associated with less mental health problems (standardized beta: -0.30, 95% CI: -0.34--0.27). Our study suggests that the mental health consequences of the lockdown impact on livelihood should not be underestimated. Building on cognitive coping behaviors reappraisal or cognitive behavioral treatments may be most promising.                                ]",https://pubmed.ncbi.nlm.nih.gov//32485859/
[Managing COVID-19 Symptoms (Including at the End of Life) in the Community: Summary of NICE Guidelines - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32312715/
[A Systematic Review of Neurological Manifestations of SARS-CoV-2 Infection: The Devil Is Hidden in the Details - PubMed],                  Keywords:                        COVID-19; SARS-CoV-2; cerebrospinal fluid; encephalitis; neuroinvasion; neurological complications.      ,"[                                              Background:                    We systematically reviewed available evidence for reports of neurological signs and symptoms in Coronavirus disease (COVID)-19 patients to identify cases with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) infection or immune-mediated reaction in the nervous system.                                                        Methods:                    We followed PRISMA guidelines and used the MEDLINE, EMBASE, Google Scholar, MedRxiv and ChinaXiv databases to search for papers on COVID-19 and nervous system involvement which were published from January 1st to April 24th 2020. Data on design, sample size, neurologic assessment and related work-up were extracted. Biases were assessed with the Newcastle-Ottawa scale.                                                        Results:                    We analysed 27 publications on potential neuroinvasive or parainfectious neurological complications of COVID-19. The reports focused on smell and taste (n=5) and evaluation of neurological symptoms and signs in cohorts (n=5). There were cases of Guillain-Barré syndrome/Miller-Fisher syndrome/cranial neuropathy (7 cases), meningitis/encephalitis (9 cases) and various other conditions (5 cases). Patients with cerebrospinal fluid (CSF) examination and in particular SARS-CoV-2 PCR was negligible. Amongst, two had a positive SARS-CoV-2 PCR exam of CSF specimen. The study of potential parenchymal involvement with magnetic resonance imaging was rare. Only 4 reports received a rating for the highest quality standards.                                                        Conclusion:                    This systematic review failed to establish comprehensive insights to nervous system manifestations of COVID-19 beyond immune-mediated complications as aftermath of respiratory symptoms. The authors therefore provide guidance for more careful clinical, diagnostic and epidemiological studies to characterize the manifestations and burden of neurological disease caused by SARS-CoV-2 on behalf of the Infectious Disease Panel of the European Academy of Neurology.                                ]",https://pubmed.ncbi.nlm.nih.gov//32503088/
[Initial Psychological Impact of COVID-19 and Its Correlates in Indian Community: An Online (FEEL-COVID) Survey - PubMed],No Keywords,"[                                              Background:                    The pandemic of Corona Virus (COVID-19) hit India recently; and the associated uncertainty is increasingly testing psychological resilience of the masses. When the global focus has mostly been on testing, finding a cure and preventing transmission; people are going through a myriad of psychological problems in adjusting to the current lifestyles and fear of the disease. Since there is a severe dearth of researches on this issue, we decided to conduct an online survey to evaluate its psychological impact.                                                        Methods:                    From 26th to 29th March an online survey (FEEL-COVID) was conducted using principles of snowballing, and by invitation through text messages to participate. The survey collected data on socio-demographic and clinical variables related to COVID-19 (based on the current knowledge); along with measuring psychological impact with the help of Impact of Event-revised (IES-R) scale.                                                        Results:                    There were a total of 1106 responses from around 64 cities in the country. Out of these 453 responses had at least one item missing; and were excluded from the analysis. The mean age of the respondents was around 41 years with a male female ratio of 3:1 and around 22% respondents were health care professionals. Overall approximately one third of respondents had significant psychological impact (IES-R score &gt; 24). Higher psychological impact was predicted with younger age, female gender and comorbid physical illness. Presence of physical symptoms and contact history predicted higher psychological impact, but did not reach statistical significance.                                                        Conclusion:                    During the initial stages of COVID-19 in India, almost one-third respondents had a significant psychological impact. This indicates a need for more systematic and longitudinal assessment of psychological needs of the population, which can help the government in formulating holistic interventions for affected individuals.                                ]",https://pubmed.ncbi.nlm.nih.gov//32470088/
[New Onset Neurologic Events in People With COVID-19 Infection in Three Regions in China - PubMed],No Keywords,"[                                              Objective:                    To investigate new-onset neurologic impairments associated with coronavirus disease 2019 (COVID-19).                                                        Methods:                    A retrospective multicenter cohort study conducted between 18 January and 20 March 2020 including people with confirmed COVID-19 from 56 hospitals officially designated in three Chinese regions; data were extracted from medical records. New-onset neurologic events as assessed by neurology consultants based on manifestations, clinical examination and investigations, in which critical events included disorders of consciousness, stroke, CNS infection, seizures and status epilepticus.                                                        Results:                    We enrolled 917 people with average age 48.7 years and 55% were male. The frequency of new onset critical neurologic events was 3.5% (32/917) overall and 9.4% (30/319) among those with severe or critical COVID-19. These were impaired consciousness (n=25) or/and stroke (n=10). The risk of critical neurologic events was highly associated with age above 60 years and previous history of neurological conditions. Non-critical events were seen in less than 1% (7/917), including muscle cramp, unexplained headache, occipital neuralgia, tic and tremor. Brain CT in 28 people led to new findings in nine. Findings from lumbar puncture in three with suspected CNS infection, unexplained headache or severe occipital neuralgia were unremarkable.                                                        Conclusions:                    People with COVID-19 aged over 60 and neurologic comorbidities were at higher risk of developing critical neurologic impairment, mainly impaired consciousness and cerebrovascular accidents. Brain CT should be considered when new-onset brain injury is suspected, especially in people under sedation or showing an unexplained decline in consciousness. Evidence of direct acute insult of SARS-COV-2 to the CNS is still lacking.                                ]",https://pubmed.ncbi.nlm.nih.gov//32554771/
[Hypogeusia as the Initial Presenting Symptom of COVID-19 - PubMed],"                  Keywords:                        adult intensive care; ear, nose and throat/otolaryngology; infectious diseases; mouth; pneumonia (respiratory medicine).      ","[                                          COVID-19 is the disease caused by the novel coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which first arose in Wuhan, China, in December 2019 and has since been declared a pandemic. The clinical sequelae vary from mild, self-limiting upper respiratory infection symptoms to severe respiratory distress, acute cardiopulmonary arrest and death. Otolaryngologists around the globe have reported a significant number of mild or otherwise asymptomatic patients with COVID-19 presenting with olfactory dysfunction. We present a case of COVID-19 resulting in intensive care unit (ICU) admission, presenting with the initial symptom of disrupted taste and flavour perception prior to respiratory involvement. After 4 days in the ICU and 6 days on the general medicine floor, our patient regained a majority of her sense of smell and was discharged with only lingering dysgeusia. In this paper, we review existing literature and the clinical course of SARS-CoV-2 in relation to the reported symptoms of hyposmia, hypogeusia and dysgeusia.                                ]",https://pubmed.ncbi.nlm.nih.gov//32404376/
[Clinical Manifestations and Evidence of Neurological Involvement in 2019 Novel Coronavirus SARS-CoV-2: A Systematic Review and Meta-Analysis - PubMed],                  Keywords:                        COVID-19; Inflammation; Neurological manifestations; SARS-CoV-2; Systematic review.      ,"[                                              Background:                    Coronavirus disease 2019 (COVID-19) has become a global pandemic, affecting millions of people. However, clinical research on its neurological manifestations is thus far limited. In this study, we aimed to systematically collect and investigate the clinical manifestations and evidence of neurological involvement in COVID-19.                                                        Methods:                    Three medical (Medline, Embase, and Scopus) and two preprints (BioRxiv and MedRxiv) databases were systematically searched for all published articles on neurological involvement in COVID-19 since the outbreak. All included studies were systematically reviewed, and selected clinical data were collected for meta-analysis via random-effects.                                                        Results:                    A total of 41 articles were eligible and included in this review, showing a wide spectrum of neurological manifestations in COVID-19. The meta-analysis for unspecific neurological symptoms revealed that the most common manifestations were fatigue (33.2% [23.1-43.3]), anorexia (30.0% [23.2-36.9]), dyspnea/shortness of breath (26.9% [19.2-34.6]), and malaise (26.7% [13.3-40.1]). The common specific neurological symptoms included olfactory (35.7-85.6%) and gustatory (33.3-88.8%) disorders, especially in mild cases. Guillain-Barré syndrome and acute inflammation of the brain, spinal cord, and meninges were repeatedly reported after COVID-19. Laboratory, electrophysiological, radiological, and pathological evidence supported neurologic involvement of COVID-19.                                                        Conclusions:                    Neurological manifestations are various and prevalent in COVID-19. Emerging clinical evidence suggests neurological involvement is an important aspect of the disease. The underlying mechanisms can include both direct invasion and maladaptive inflammatory responses. More studies should be conducted to explore the role of neurological manifestations in COVID-19 progression and to verify their underlying mechanisms.                                ]",https://pubmed.ncbi.nlm.nih.gov//32529575/
[Acute Abdomen as an Early Symptom of COVID-19 - PubMed],No Keywords,No Abstract,https://pubmed.ncbi.nlm.nih.gov//32378864/
